id,trigger,conditions,script,text,options,notes
saic_openDialog,BeginSalvage,$saic_eventRef != null score:1000,"CallEvent $saic_eventRef putValuesInMemory
FireBest SAICPrintInitialText
ShowDefaultVisual
SetShortcut saic_leave ""ESCAPE""",,"saic_giveCore:Place the Tri-Tachyon case into the shielded crate and send it off as soon as possible
saic_takeCore:Take the AI core for yourself
saic_leave:Leave",
saic_initialText,SAICPrintInitialText,,,"Your $shipOrFleet arrives at the coordinates provided by the scientist $saic_marketOnOrAt $saic_marketName, and just as $saic_heOrShe said, there is an impressive bounty of Domain-era goods and technology in nearly pristine condition. And in the middle of it all your salvage crew reports a small, locked case bearing a Tri-Tachyon logo. It's emitting a bizarre, dynamic magnetic field within a radius of about two meters.

It's amazing that no one found this cache before, but then the long-range sensors did read it as a worthless debris cloud at first. The question is now, do you close the AI core into the shielded crate and send it off from your next port stop, or do you keep it for yourself? That scientist was surely no one important.",,
saic_leaveSel,DialogOptionSelected,$option == saic_leave,DismissDialog,,,
saic_giveCoreSel,DialogOptionSelected,$option == saic_giveCore,,"The shielded crate shuts with the sound of powered bolts sliding home. It sends off a one-time coded hyperwave burst. Confirmation, you suppose. It would have been good of that scientist to warn you about this little trick; hopefully no pirates - or anything else - was listening nearby.",saic_continueGiveCore:Loot the rest of the cache,
saic_takeCoreSel,DialogOptionSelected,$option == saic_takeCore,,"You open the Tri-Tachyon case and retrieve a single Alpha Core. It pulses with activity, and your smile is underlit by the cold, alien thoughts of the core. You order the scientist's shielded crate tossed out the airlock. If you want something done in this world, you'd best do it yourself.",saic_continueTakeCore:Loot the rest of the cache,
saic_continueLootGiveCore,DialogOptionSelected,$option == saic_continueGiveCore,CallEvent $saic_eventRef genLootNoCore,,,
saic_continueLootTakeCore,DialogOptionSelected,$option == saic_continueTakeCore,CallEvent $saic_eventRef genLootWithCore,,,
,,,,,,
# cryosleeper interaction after defeating guardian,,,,,,
cryo_infoText,BeginSalvage,$customType == derelict_cryosleeper score:1000,"SetShortcut defaultLeave ESCAPE
$usable = true","The long-haul cryosystems were built to last for centuries of intersteller travel so it's no surprise that most of the pod-support machinery reads as functional. While safe sleeper revivial is beyond the capability of your fleet, a colony established in this system could benefit from a huge influx in population if it built facilities to awaken long-haul sleepers.

Your executive officer cautions that it's unknown whether having sleepers make up a large percentage of a colony's population would cause any physical or psychological issues down the line.",100:defaultLeave:Leave,
,,,,,,
,,,,,,
"# arrived at market, debt, check whether some crew leaves",,,,,,
debt_effectCheck,MarketPostDock,"$tradeMode != NONE
MarketCMD checkDebtEffect score:1000",MarketCMD applyDebtEffect,,,
debt_effectContinue,DialogOptionSelected,$option == marketCmd_checkDebtContinue,"ShowDefaultVisual
FireBest MarketPostDock",,,
,,,,,,
"# delivery mission, arrived at market",,,,,,
delivery_checkCompletion,MarketPostDock,"$tradeMode != NONE
DeliveryMission checkCompletion score:100",DeliveryMission completeMissions,,,
delivery_completedButNoDocking,MarketPostDock,"!$delivery_noCompleteShown
$tradeMode == NONE
DeliveryMission checkCompletion score:100","$delivery_noCompleteShown = true 0
FireBest MarketPostDock",You're unable to complete your delivery contract at this time.,,
,,,,,,
# failed delivery bounty hunter,,,,,,
dmi_bountyHunterHail,BeginFleetEncounter,"$dmi_bountyHunter score:1000
!$ignorePlayerCommRequests","AddText ""You're being hailed by the $faction $otherShipOrFleet."" $faction.baseColor
$hailing = true 0",,,
dmi_bountyHunterText,OpenCommLink,"$entity.dmi_bountyHunter score:1000
!$entity.ignorePlayerCommRequests",$entity.ignorePlayerCommRequests = true,"""$entity.dmi_name sends $entity.dmi_hisOrHer regards,"" the $entity.dmi_hunter snarls. ""If you don't remember $entity.dmi_himOrHer, perhaps you remember a shipment of $entity.dmi_commodity that you were entrusted with.""

The comm link goes dead in a crackle of static.",cutCommLinkNoText:Continue,
,,,,,,
# red planet story event - talk to pilot,,,,,,
psi_pilotGreeting,PickGreeting,$psi_isPilot,"ShowPersonVisual
CallEvent $psi_eventRef prepare
$talkedTo = true","$personName looks you over. You look back, and even via the comms it looks like $personFirstName has had higher-quality repair work done than their spacer crew comrade. $HeOrShe almost looks natural. ""So,"" $heOrShe says, ""You know the story."" $HeOrShe sighs, and says aside ""If only that old crust of a spacer would keep their mouth shut... ""

""Still, it's no sweat off my back where you go finding trouble. And you wouldn't be the first who's come sniffing after me, I'll warn you of that for free. How much is the location of this planet worth to you?""","0:psi_barter:Barter with $personName then consider the price
1:cutCommLink:""Forget it."" Cut the comm-line",
psi_pilotGreetingTalkedTo,PickGreeting,"$psi_isPilot
$talkedTo","ShowPersonVisual
CallEvent $psi_eventRef prepare","""So. You're back. Ready to talk credits?""","0:psi_barter:Barter with $personName, then consider the price
1:cutCommLink:""Forget it."" Cut the comm-line",
psi_pilotBarter,DialogOptionSelected,$option == psi_barter,"SetTextHighlights $psi_credits
FireBest PSIDisablePayOptionIfNeeded","You haggle with $himOrHer over price, making the point that there is - allegedly - some hostile force at this red planet, and further, $heOrShe has already sold the information to someone else. ""Yes, yes,"" $heOrShe says, ""But I know you space-captains. You just love a mystery. You'll never let it lie. Like we should have."" 

Eventually you work out a figure of $psi_credits for the pilot's information.","0:psi_pay:Pay $psi_credits for the location of the mysterious red planet
1:cutCommLink:Decline the offer",
psi_disableIfCanNotPay,PSIDisablePayOptionIfNeeded,!CallEvent $psi_eventRef canPay,"SetEnabled psi_pay false
SetTextHighlightColors bad
SetTextHighlights $psi_credits
AddText ""Unfortunately, you've only got $psi_playerCredits on hand.""
SetTextHighlights $psi_playerCredits",,,
psi_payPilot,DialogOptionSelected,$option == psi_pay,"CallEvent $psi_eventRef payPilot
ShowDefaultVisual
EndConversation","You initiate the credits transfer and receive the coordinates in response. ""Nice knowing you.""

$personName doesn't give you time to respond before ending the transmission. ",,
,,,,,,
# red planet interaction,,,,,,
psi_redPlanetOpenDialog,OpenInteractionDialog,$psi_planet score:1000,"SalvageGenFromSeed
ShowDefaultVisual
FireBest SalvageCheckHostile","Your $shipOrFleet approaches $entityName.

The sensors are having a hard time evaluating the tenuous megastructure enveloping its entire surface. Your sensors officer takes the initiative and applies some exotic parameters to the interferometer feed; inputs go green and a few seconds later the sub-AI tentatively identifies a stable planetary-scale energy field with highly unusual properties.",,
psi_defenderDesc,TriggerAutomatedDefenses,$psi_planet score:1000,SalvageDefenderInteraction,"As your $shipOrFleet moves in closer, sensors detect multiple contacts rising up from the murky red depths.",,
psi_continuePostDefenders,BeatDefendersContinue,$psi_planet score:1000,,Your $shipOrFleet finishes its approach to $entityName without further incident.,0:salBeatDefendersContinue:Continue,
psi_beatDefenders,BeginSalvage,$psi_planet score:1000,SetShortcut defaultLeave ESCAPE,"Further scans reveal that the energy field is not entirely uniform - perhaps owing to a running-down power source - and your bridge crew is able to pick up a distress beacon transmitting from the surface.

The transmission is set on repeat and garbled in ways that are indicative of aging equipment. You make out enough to gather that part of a research team was stranded here - at a secret Tri-Tachyon research facility - after the fully automated defenses over-weighed certain executive security contingency orders in the wake of one of the AI Wars and decided it was now imperative to shoot down any craft attempting to leave the planet.","0:psi_explore:Send a salvage team down to the facility
100:defaultLeave:Leave",
psi_exploreFacility,DialogOptionSelected,$option == psi_explore,,"A tiny shuttle with a jury-rigged shield generator darts through a spot failure in the shield. A landing at the primary control center is achieved without incident and the crew is able to deactivate the shield entirely upon breaching the facility. Follow-up shuttles with heavier equipment launch quickly thereafter, and soon the salvage operation is in full swing.",0:psi_salvage:Pick through the salvage,
psi_salvage,DialogOptionSelected,$option == psi_salvage,RedPlanet genLoot,,,
,,,,,,
# salvage operations on planets with ruins,,,,,,
salRuins_scattered,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_scattered
!$market.ruinsExplored","$salvageSpecId = ruins_scattered
FireBest DisableRuinsExploreIfNeeded","Scattered, broken domes dot the planet's surface, perchance holding lost caches of valuable materials.",5:salExplore:Explore the ruins,
salRuins_widespread,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_widespread
!$market.ruinsExplored","$salvageSpecId = ruins_widespread
FireBest DisableRuinsExploreIfNeeded","Widespread ruins, blips from radiation sources, and the distinctive burred radar-ping of foamed cerametal structures can be found across $market, evidence of a small but concerted colonization effort dating to the late expansion period of the Domain.",5:salExplore:Explore the ruins,
salRuins_extensive,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_extensive
!$market.ruinsExplored","$salvageSpecId = ruins_extensive
FireBest DisableRuinsExploreIfNeeded","Ruined cities can be found across the surface of $market, spilling from their broken hearts pitted roadways and crumbling magrail lines to the skeletons of factories, aquaponics domes, and comm-towers.",5:salExplore:Explore the ruins,
salRuins_vast,PopulateOptions,"$market.isSurveyed
$market.isPlanetConditionMarketOnly
$market.mc:ruins_vast
!$market.ruinsExplored","$salvageSpecId = ruins_vast
FireBest DisableRuinsExploreIfNeeded","$market is covered in vast ruins; cities, factories, mines, farms, homes. The dead are in dread abundance, entwined with salvageable materials, goods, tools, and weapons. This world is a tomb for the hubris of the Domain's project of galactic colonization and hegemony. ",5:salExplore:Explore the ruins,
salRuins_alreadyExplored,PopulateOptions,"$market.hasRuins
$market.ruinsExplored
$market.isPlanetConditionMarketOnly",,"The ruins on the surface of $market have been stripped of anything easily accessible, and further exploitation requires a permanent presence.",,
salRuins_hostileNearby,DisableRuinsExploreIfNeeded,HostileFleetNearbyAndAware,SetEnabled salExplore false,"A nearby hostile fleet is tracking your movements, making exploration of the planet impossible.",,
